bigram_lower,SUM,neg-mirror-R,neg-mirror-L
mentally_ill,31,31,0
particularly_likable,31,30,1
even_visible,31,31,0
more_inviting,31,20,11
more_democratic,31,16,15
commercially_viable,31,31,0
particularly_large,31,30,1
as_widespread,31,27,4
entirely_absent,31,31,0
particularly_impressed,31,31,0
as_challenging,31,29,2
more_supportive,31,28,3
more_vivid,31,24,7
really_real,31,29,2
more_ripe,31,30,1
as_apparent,31,31,0
as_essential,31,26,5
so_long,31,30,1
more_explicit,31,22,9
as_active,31,29,2
as_eloquent,31,29,2
that_different,31,29,2
entirely_satisfied,31,31,0
so_frustrating,31,6,25
particularly_extraordinary,31,2,29
more_vocal,31,26,5
more_surreal,31,19,12
truly_successful,31,31,0
less_expensive,31,28,3
too_familiar,31,24,7
more_agreeable,31,25,6
so_effortless,31,31,0
that_keen,31,31,0
particularly_radical,31,14,17
as_predictable,31,29,2
less_exciting,31,19,12
environmentally_friendly,31,21,10
long_lasting,31,26,5
so_crass,31,12,19
more_realistic,31,26,5
so_dark,31,26,5
more_convinced,31,31,0
as_wide,31,30,1
as_wild,30,25,5
very_little,30,7,23
more_local,30,16,14
fully_complete,30,30,0
really_noteworthy,30,3,27
actually_able,30,30,0
more_doubtful,30,22,8
as_visible,30,28,2
as_impactful,30,26,4
more_hurtful,30,15,15
too_amazing,30,2,28
ever_sure,30,30,0
really_relevant,30,28,2
very_memorable,30,19,11
completely_right,30,29,1
more_impactful,30,18,12
more_distant,30,26,4
as_secure,30,30,0
as_fresh,30,26,4
so_sexy,30,24,6
more_outrageous,30,20,10
too_upset,30,28,2
more_stable,30,27,3
near_enough,30,28,2
more_deceptive,30,12,18
as_robust,30,28,2
so_drastic,30,3,27
quite_real,30,28,2
too_simple,30,25,5
more_ambitious,30,17,13
particularly_adept,30,30,0
too_smart,30,20,10
as_potent,30,22,8
radically_different,30,10,20
so_old,30,24,6
more_lucrative,30,23,7
too_wonderful,30,28,2
less_remarkable,30,26,4
more_tangible,30,11,19
aesthetically_pleasing,30,20,10
more_stupid,30,17,13
more_captivating,30,16,14
too_wide,30,26,4
more_terrified,30,30,0
too_controversial,30,5,25
so_fortunate,29,29,0
very_sure,29,29,0
so_relevant,29,28,1
more_worried,29,28,1
as_prevalent,29,28,1
particularly_high,29,28,1
too_overwhelming,29,15,14
more_bullish,29,25,4
really_hard,29,27,2
really_enough,29,29,0
as_vulnerable,29,27,2
more_unlikely,29,23,6
so_frightened,29,27,2
so_necessary,29,29,0
more_unfortunate,29,21,8
more_ubiquitous,29,22,7
as_profitable,29,28,1
less_popular,29,26,3
more_stunning,29,19,10
as_huge,29,15,14
less_relevant,29,27,2
more_loyal,29,19,10
really_remarkable,29,5,24
more_curious,29,23,6
completely_true,29,29,0
ever_possible,29,28,1
more_noticeable,29,23,6
truly_dead,29,29,0
ever_ready,29,29,0
so_clear-cut,29,28,1
consciously_aware,29,29,0
else_better,29,0,29
very_profitable,29,29,0
as_boring,29,17,12
more_dear,29,18,11
more_precise,29,20,9
specifically_wrong,29,3,26
more_incredible,29,7,22
as_stark,29,26,3
so_willing,29,27,2
exactly_new,29,25,4
totally_comfortable,28,28,0
really_original,28,6,22
particularly_significant,28,13,15
as_bold,28,21,7
too_noticeable,28,3,25
as_enthusiastic,28,27,1
not_possible,28,26,2
more_fragile,28,25,3
more_forthcoming,28,26,2
not_sure,28,27,1
as_egregious,28,15,13
really_perfect,28,28,0
too_detailed,28,11,17
more_free,28,26,2
not_available,28,21,7
really_popular,28,27,1
more_generous,28,17,11
actually_new,28,25,3
more_paramount,28,25,3
more_stimulating,28,9,19
ever_successful,28,28,0
too_elaborate,28,1,27
particularly_relevant,28,22,6
more_anxious,28,25,3
so_arrogant,28,28,0
that_successful,28,28,0
really_scary,28,19,9
fully_effective,28,27,1
that_funny,28,26,2
very_simple,28,17,11
yet_available,28,24,4
as_pleasant,28,16,12
more_correct,28,25,3
more_credible,28,21,7
super_exciting,28,3,25
less_beautiful,28,19,9
more_demanding,28,16,12
more_bitter,28,21,7
fully_sure,28,28,0
so_stylish,28,28,0
as_solid,28,24,4
so_heavy,28,18,10
so_challenging,28,23,5
overly_fond,28,28,0
very_bright,28,27,1
more_calming,28,8,20
just_black,28,25,3
truly_sure,28,28,0
very_satisfying,28,19,9
so_miserable,28,24,4
particularly_fancy,28,2,26
as_neat,28,25,3
really_impossible,28,26,2
so_complete,28,25,3
so_nice,28,14,14
too_quick,27,23,4
as_bizarre,27,18,9
more_motivated,27,27,0
more_mistaken,27,26,1
more_characteristic,27,23,4
totally_clear,27,27,0
so_painful,27,20,7
very_great,27,21,6
so_deaf,27,7,20
more_logical,27,17,10
ever_more,27,26,1
more_beloved,27,9,18
truly_bad,27,8,19
as_lucrative,27,22,5
so_upset,27,27,0
so_useful,27,21,6
particularly_friendly,27,26,1
as_disappointing,27,15,12
so_neat,27,24,3
as_flexible,27,24,3
as_appealing,27,27,0
so_likely,27,9,18
more_universal,27,13,14
more_addictive,27,19,8
more_unjust,27,23,4
so_deep,27,21,6
more_conspicuous,27,22,5
so_quiet,27,25,2
necessarily_better,27,25,2
more_enchanting,27,16,11
so_easier,27,27,0
too_successful,27,12,15
so_satisfied,27,27,0
as_relevant,27,26,1
as_direct,27,22,5
particularly_deep,27,16,11
as_practical,27,13,14
so_lovely,27,17,10
very_significant,27,15,12
terribly_important,27,15,12
so_frustrated,27,27,0
really_notable,27,3,24
so_bored,27,27,0
so_pure,26,14,12
particularly_clear,26,25,1
so_ambitious,26,14,12
more_arousing,26,4,22
really_present,26,26,0
really_terrible,26,7,19
so_spectacular,26,13,13
very_best,26,12,14
very_flattering,26,25,1
very_fun,26,25,1
more_untrue,26,23,3
really_outstanding,26,5,21
very_healthy,26,23,3
particularly_worried,26,25,1
more_prone,26,24,2
as_stupid,26,24,2
so_healthy,26,25,1
as_dumb,26,26,0
inherently_illegal,26,1,25
readily_apparent,26,20,6
less_compelling,26,23,3
real_serious,26,3,23
immediately_apparent,26,22,4
more_original,26,13,13
less_ambitious,26,21,5
particularly_inspiring,26,16,10
more_misleading,26,26,0
as_impressed,26,26,0
completely_alone,26,26,0
more_joyous,26,8,18
morally_acceptable,26,26,0
overly_excited,26,23,3
so_attractive,26,20,6
as_low,26,25,1
too_pleasant,26,10,16
socially_acceptable,26,25,1
too_overpowering,26,12,14
particularly_revelatory,26,13,13
more_foreign,26,25,1
particularly_fast,26,26,0
less_sexy,26,7,19
especially_difficult,26,21,5
quite_true,26,24,2
as_clear-cut,26,23,3
so_common,26,14,12
more_normal,26,21,5
more_dynamic,26,23,3
more_tired,26,25,1
more_startling,26,14,12
truly_original,26,16,10
fully_ready,26,26,0
too_sacred,26,20,6
particularly_different,25,10,15
so_pleasant,25,13,12
no_more,25,14,11
less_appealing,25,15,10
entirely_wrong,25,21,4
as_creative,25,20,5
as_friendly,25,24,1
not_fun,25,24,1
actually_present,25,24,1
ever_dead,25,25,0
so_expensive,25,20,5
so_loud,25,21,4
less_fun,25,13,12
as_cruel,25,18,7
so_presumptuous,25,25,0
more_confused,25,23,2
more_volatile,25,20,5
fully_awake,25,25,0
more_cynical,25,12,13
less_painful,25,20,5
completely_different,25,19,6
too_substantial,25,1,24
particularly_expensive,25,24,1
more_welcoming,25,13,12
as_dynamic,25,20,5
as_prolific,25,25,0
more_inconvenient,25,11,14
as_tight,25,25,0
more_endearing,25,15,10
truly_great,25,14,11
mechanically_wrong,25,4,21
ever_safe,25,25,0
more_attainable,25,25,0
just_good,25,16,9
so_thrilling,25,13,12
so_worried,25,24,1
very_fancy,25,7,18
particularly_sexy,25,11,14
more_loving,25,12,13
more_involved,25,16,9
particularly_likeable,25,25,0
inherently_special,25,1,24
really_crazy,25,10,15
really_difficult,25,19,6
more_enduring,25,18,7
ever_impossible,25,25,0
as_stable,24,24,0
too_far-fetched,24,15,9
terribly_special,24,0,24
really_specific,24,4,20
too_ambitious,24,7,17
more_enthusiastic,24,23,1
particularly_scary,24,13,11
totally_safe,24,24,0
so_amazing,24,11,13
more_seductive,24,13,11
so_diverse,24,22,2
particularly_serious,24,16,8
more_responsible,24,23,1
completely_healthy,24,23,1
very_friendly,24,23,1
as_explicit,24,22,2
so_prevalent,24,23,1
more_admirable,24,12,12
more_contentious,24,19,5
easily_available,24,22,2
particularly_complicated,24,10,14
overly_impressed,24,24,0
fully_successful,24,24,0
terribly_unusual,24,4,20
much_less,24,12,12
so_wet,24,24,0
even_necessary,24,24,0
truly_random,24,24,0
so_significant,24,14,10
immediately_obvious,24,22,2
very_dramatic,24,3,21
economically_feasible,24,24,0
as_full,24,24,0
so_surprised,24,24,0
more_palpable,24,23,1
as_sophisticated,24,18,6
really_shocking,24,13,11
overly_impressive,24,15,9
more_pervasive,24,21,3
too_wet,24,23,1
really_willing,24,24,0
completely_perfect,24,24,0
more_horrific,24,7,17
ever_fun,24,24,0
too_costly,24,21,3
more_fierce,24,21,3
so_alive,24,24,0
completely_private,24,24,0
that_fond,24,24,0
so_chic,24,20,4
more_debilitating,24,11,13
more_menacing,24,8,16
as_blatant,24,12,12
really_substantial,23,4,19
so_boring,23,14,9
more_safe,23,18,5
more_tiresome,23,14,9
particularly_pleasant,23,23,0
physically_present,23,23,0
so_ashamed,23,23,0
so_blunt,23,21,2
as_colorful,23,21,2
really_complicated,23,4,19
as_advanced,23,18,5
especially_unique,23,9,14
too_alarming,23,3,20
more_intrusive,23,16,7
especially_interesting,23,10,13
so_optimistic,23,21,2
particularly_dramatic,23,8,15
too_offensive,23,3,20
as_catchy,23,15,8
more_chilling,23,8,15
more_inspirational,23,13,10
really_strong,23,18,5
more_unexpected,23,12,11
too_narrow,23,23,0
too_bizarre,23,12,11
as_destructive,23,17,6
more_full,23,20,3
really_effective,23,21,2
especially_unusual,23,8,15
even_similar,23,21,2
more_prolific,23,16,7
most_effective,23,19,4
absolutely_perfect,23,21,2
too_taboo,23,23,0
too_cheap,23,20,3
much_bigger,23,16,7
particularly_athletic,23,23,0
so_terrifying,23,14,9
completely_effective,23,23,0
really_excited,23,22,1
more_worthwhile,23,9,14
necessarily_new,23,14,9
necessarily_right,23,23,0
more_opportune,23,22,1
more_ominous,23,12,11
more_numerous,23,23,0
really_afraid,23,23,0
more_dependent,23,23,0
that_impressive,23,22,1
more_feminine,23,7,16
significantly_different,23,16,7
too_enthusiastic,23,17,6
absolutely_true,23,23,0
more_divine,23,8,15
too_grand,23,7,16
so_tight,23,22,1
ethically_wrong,23,2,21
particularly_complex,23,15,8
very_cold,23,22,1
that_comfortable,23,23,0
particularly_clever,23,8,15
really_unique,23,5,18
more_worth,23,11,12
more_prosperous,23,22,1
as_precise,23,19,4
as_fascinating,22,20,2
as_sick,22,21,1
as_angry,22,22,0
as_poor,22,21,1
as_thin,22,22,0
as_elaborate,22,11,11
as_thick,22,20,2
very_busy,22,20,2
entirely_convincing,22,21,1
as_poignant,22,17,5
really_impressive,22,5,17
particularly_healthy,22,19,3
too_silly,22,17,5
truly_ready,22,22,0
completely_dark,22,22,0
not_true,22,22,0
as_scared,22,22,0
closely_related,22,20,2
as_intriguing,22,18,4
overly_dramatic,22,4,18
really_useful,22,13,9
yet_clear,22,21,1
much_higher,22,20,2
truly_special,22,2,20
really_positive,22,7,15
as_permanent,22,14,8
as_epic,22,15,7
as_brutal,22,16,6
as_sure,22,21,1
completely_dry,22,22,0
more_reasonable,22,21,1
more_pressing,22,11,11
more_frightful,22,2,20
fast_enough,22,21,1
more_direct,22,17,5
so_depressed,22,22,0
more_lonely,22,13,9
wholly_good,22,22,0
more_astonishing,22,11,11
more_revolting,22,16,6
so_unusual,22,5,17
more_magnificent,22,10,12
more_dreadful,22,9,13
more_mainstream,22,17,5
fiscally_responsible,22,15,7
so_absurd,22,8,14
even_available,22,21,1
more_colorful,22,14,8
longer_relevant,22,22,0
ever_acceptable,22,22,0
so_eager,22,20,2
terribly_complicated,22,10,12
more_plentiful,22,22,0
visibly_wrong,22,5,17
more_precarious,22,21,1
more_alien,22,17,5
more_satisfactory,22,12,10
so_confused,22,22,0
too_bold,22,13,9
more_honest,22,12,10
that_low,22,22,0
more_glad,22,22,0
so_fine,22,12,10
especially_popular,22,22,0
ever_permanent,22,21,1
especially_remarkable,22,8,14
ever_worried,22,22,0
very_productive,22,22,0
that_nervous,22,22,0
more_appreciative,22,21,1
so_deadly,22,17,5
more_graphic,22,13,9
fully_satisfactory,21,20,1
quite_free,21,21,0
more_brutal,21,14,7
more_hypocritical,21,11,10
remotely_believable,21,17,4
particularly_sympathetic,21,21,0
as_weak,21,20,1
as_beneficial,21,13,8
truly_unique,21,5,16
terribly_bad,21,7,14
very_familiar,21,21,0
so_little,21,16,5
as_horrific,21,14,7
exactly_wrong,21,8,13
so_exhilarating,21,14,7
more_british,21,11,10
more_heroic,21,13,8
more_brilliant,21,13,8
as_central,21,19,2
far_enough,21,21,0
more_antithetical,21,15,6
so_famous,21,12,9
particularly_likely,21,21,0
ever_new,21,17,4
any_higher,21,20,1
too_awful,21,4,17
more_healthy,21,15,6
ever_clear,21,21,0
as_disturbing,21,19,2
fully_certain,21,21,0
so_fierce,21,19,2
more_badass,21,10,11
very_consistent,21,21,0
not_cool,21,18,3
so_controversial,21,14,7
ever_late,21,21,0
as_capable,21,21,0
as_numerous,21,19,2
as_thrilling,21,14,7
more_public,21,14,7
so_shocked,21,21,0
more_widespread,21,21,0
too_groundbreaking,21,1,20
especially_memorable,21,12,9
more_vicious,21,5,16
so_cute,21,21,0
so_vivid,21,18,3
entirely_correct,21,21,0
previously_possible,21,21,0
absolutely_necessary,21,20,1
as_durable,21,19,2
more_dispiriting,21,7,14
more_conscious,21,20,1
more_conservative,21,10,11
more_unnerving,21,13,8
so_profound,21,13,8
as_thorough,21,19,2
intrinsically_bad,21,9,12
real_big,21,16,5
more_worrisome,21,11,10
as_quiet,21,20,1
more_synonymous,21,14,7
most_powerful,21,21,0
more_priceless,21,15,6
even_interested,21,21,0
as_urgent,21,20,1
as_confident,21,21,0
yet_certain,21,21,0
particularly_fun,21,20,1
as_skilled,21,19,2
particularly_fresh,21,9,12
as_remarkable,21,12,9
more_genuine,20,10,10
so_practical,20,6,14
as_charming,20,19,1
so_rude,20,19,1
more_despicable,20,7,13
overtly_wrong,20,2,18
really_accurate,20,19,1
particularly_positive,20,12,8
more_daring,20,9,11
as_immediate,20,12,8
so_awful,20,8,12
less_daunting,20,19,1
more_definite,20,6,14
less_enthusiastic,20,19,1
so_relaxed,20,20,0
completely_empty,20,18,2
less_controversial,20,19,1
so_magical,20,7,13
so_gentle,20,12,8
so_horrible,20,11,9
so_lonely,20,17,3
more_fabulous,20,11,9
really_fond,20,19,1
really_dramatic,20,2,18
more_exasperating,20,7,13
as_wealthy,20,19,1
more_evocative,20,12,8
fully_secure,20,20,0
so_motivated,20,20,0
more_chic,20,8,12
more_fearful,20,11,9
so_competitive,20,20,0
as_slow,20,20,0
very_enthusiastic,20,20,0
more_emphatic,20,17,3
fully_free,20,20,0
absolutely_wrong,20,14,6
more_australian,20,0,20
as_stressful,20,11,9
financially_viable,20,20,0
truly_secure,20,20,0
as_soft,20,17,3
more_dire,20,15,5
really_permanent,20,17,3
more_abundant,20,19,1
majorly_wrong,20,2,18
completely_ready,20,20,0
so_direct,20,20,0
too_kinky,20,14,6
very_smart,20,19,1
more_modern,20,10,10
so_dumb,20,18,2
not_easy,20,20,0
too_daunting,20,10,10
more_noteworthy,20,11,9
too_sharp,20,8,12
so_fair,20,15,5
actually_real,20,19,1
physically_violent,20,19,1
more_pernicious,20,11,9
more_revolutionary,20,10,10
as_explosive,20,19,1
too_rough,20,8,12
more_relaxed,20,20,0
even_present,20,20,0
more_prescient,20,18,2
too_explicit,20,5,15
more_adventurous,20,13,7
even_clear,20,20,0
more_rare,20,11,9
sexually_explicit,20,9,11
perfectly_safe,20,18,2
even_human,20,19,1
perfectly_clear,20,19,1
more_provocative,20,11,9
too_stupid,20,17,3
ever_open,20,19,1
as_fierce,20,15,5
more_ironic,20,14,6
as_diverse,20,17,3
more_traumatic,20,8,12
more_substantive,20,2,18
exactly_easy,20,20,0
actually_available,20,19,1
now_available,20,17,3
truly_alive,20,20,0
as_adorable,20,13,7
especially_interested,20,20,0
particularly_reliable,20,20,0
really_solid,20,10,10
any_younger,20,20,0
truly_equal,20,19,1
more_regrettable,19,8,11
overly_difficult,19,13,6
less_critical,19,19,0
as_conservative,19,17,2
so_widespread,19,18,1
especially_bad,19,6,13
so_dear,19,13,6
less_passionate,19,18,1
purely_good,19,19,0
too_perfect,19,19,0
less_satisfying,19,12,7
too_poor,19,16,3
more_thrilled,19,18,1
radically_new,19,2,17
as_daunting,19,14,5
even_desirable,19,19,0
so_secure,19,19,0
too_painful,19,7,12
as_nervous,19,19,0
particularly_accurate,19,19,0
particularly_cheap,19,19,0
so_radical,19,8,11
overly_sentimental,19,19,0
so_delightful,19,8,11
too_secure,19,12,7
as_pervasive,19,16,3
really_better,19,11,8
less_fascinating,19,13,6
entirely_secure,19,19,0
too_intrusive,19,8,11
as_peaceful,19,14,5
as_necessary,19,19,0
so_thrilled,19,19,0
so_pervasive,19,17,2
too_insignificant,19,16,3
so_passionate,19,13,6
more_sweet,19,5,14
more_sympathetic,19,17,2
so_sore,19,17,2
so_unhappy,19,18,1
more_drastic,19,2,17
politically_incorrect,19,17,2
so_scary,19,15,4
as_major,19,4,15
more_overwhelming,19,12,7
so_exquisite,19,4,15
more_angry,19,18,1
particularly_insightful,19,9,10
ever_complete,19,19,0
acutely_aware,19,19,0
terribly_popular,19,19,0
so_alone,19,19,0
really_unusual,19,1,18
yet_ready,19,17,2
ever_ok,19,19,0
completely_black,19,18,1
more_limited,19,7,12
more_ashamed,19,19,0
particularly_offensive,19,2,17
too_broad,19,15,4
too_boring,19,14,5
really_suitable,19,18,1
ever_present,19,18,1
more_irrelevant,19,15,4
so_bitter,19,12,7
as_heartbreaking,19,11,8
completely_honest,19,19,0
truly_perfect,19,19,0
particularly_rare,19,14,5
completely_predictable,19,19,0
no_better,19,8,11
as_gratifying,19,11,8
yet_sure,19,19,0
too_fat,19,19,0
more_fair,19,17,2
hugely_popular,19,19,0
terribly_complex,19,9,10
remotely_new,19,3,16
really_fun,19,15,4
less_valuable,19,15,4
most_talented,19,18,1
as_vivid,19,16,3
more_problematic,19,12,7
quite_believable,19,19,0
more_preposterous,19,17,2
as_unusual,19,15,4
really_high,19,19,0
too_powerful,19,10,9
too_dull,19,18,1
so_brazen,19,17,2
as_honest,18,17,1
so_mysterious,18,6,12
so_enthusiastic,18,15,3
so_right,18,18,0
so_fond,18,15,3
pretty_enough,18,18,0
as_embarrassing,18,9,9
less_dramatic,18,17,1
so_fragile,18,17,1
more_appetizing,18,6,12
quite_willing,18,18,0
so_personal,18,13,5
so_relaxing,18,11,7
as_divisive,18,14,4
longer_afraid,18,18,0
so_poignant,18,14,4
particularly_enthusiastic,18,18,0
so_explicit,18,17,1
so_literal,18,16,2
particularly_exceptional,18,6,12
as_horrible,18,14,4
politically_motivated,18,16,2
very_sexy,18,11,7
politically_popular,18,18,0
more_constant,18,11,7
so_dependent,18,18,0
so_dire,18,11,7
more_cool,18,7,11
very_real,18,16,2
so_fashionable,18,15,3
so_rare,18,12,6
so_inspiring,18,9,9
particularly_groundbreaking,18,9,9
so_efficient,18,18,0
too_positive,18,7,11
really_dark,18,15,3
more_durable,18,7,11
that_effective,18,18,0
more_hazardous,18,14,4
too_stiff,18,16,2
really_satisfying,18,16,2
more_illustrative,18,15,3
more_expressive,18,17,1
inherently_funny,18,3,15
as_authentic,18,15,3
inherently_immoral,18,2,16
as_ubiquitous,18,17,1
more_nostalgic,18,6,12
inherently_improper,18,2,16
more_wholesome,18,11,7
inherently_right,18,10,8
as_terrifying,18,18,0
very_old,18,17,1
too_flattering,18,5,13
seriously_interested,18,17,1
too_trendy,18,4,14
more_onerous,18,5,13
terribly_serious,18,6,12
really_open,18,15,3
more_plain,18,18,0
less_demanding,18,17,1
