adj_form_lower,count
aerodynamic,66
discoverable,66
ethnic,66
magnanimous,66
arousing,66
tenuous,66
apprehensive,66
tangy,66
transactional,66
mind-blowing,66
consensual,66
hyperbolic,66
contrite,66
unsurprising,66
revolting,66
dormant,65
habitable,65
electronic,65
rid,65
skilful,65
endless,65
grainy,65
murky,65
somber,65
victorious,65
despondent,65
frail,65
faint,65
subservient,65
symptomatic,65
laden,65
punctual,65
innate,65
egalitarian,65
laborious,65
renewable,65
derogatory,65
senior,65
saucy,65
discrete,64
disgraceful,64
rife,64
spot-on,64
adversarial,64
colder,64
varied,64
scintillating,64
unlocked,64
thinner,64
honourable,64
rabid,64
winded,64
reusable,64
tantalizing,64
funnier,64
truer,64
floral,64
shortsighted,64
chaste,64
raucous,64
illustrative,64
tasteless,63
slight,63
fishy,63
granular,63
saccharine,63
dreary,63
corrosive,63
downbeat,63
exploitative,63
quantitative,63
infamous,63
cryptic,63
continuous,63
mathematical,63
cost-efficient,63
resourceful,63
left-wing,63
stagnant,63
solvable,63
inconspicuous,63
loveable,63
defiant,62
minimalist,62
horrid,62
aspirational,62
incendiary,62
bigoted,62
attuned,62
extra,62
utopian,62
combative,62
juvenile,62
dour,61
unsure,61
sadistic,61
anti-american,61
psychotic,61
conciliatory,61
plump,61
causal,61
summery,61
removable,61
lively,61
permissive,61
uninterested,61
humanitarian,61
affective,61
disposable,61
slender,61
motivational,61
cartoonish,61
bloodthirsty,61
korean,61
impeccable,61
unwieldy,61
geographical,61
tannic,61
bashful,61
incomplete,61
highbrow,60
excitable,60
christmassy,60
replicable,60
sovereign,60
forgettable,60
predominant,60
bombastic,60
blank,60
stale,60
trans,60
smitten,60
addicting,60
unforgiving,60
residential,60
illegitimate,60
desirous,60
campy,60
marginal,60
squishy,60
contiguous,60
disabled,60
unbalanced,60
erratic,60
taut,60
nuclear,60
airy,59
fervent,59
resolute,59
various,59
isolated,59
discernable,59
shameless,59
negotiable,59
incoherent,59
indestructible,59
frightful,59
sacrosanct,59
provable,59
eye-popping,59
tighter,59
priceless,59
eclectic,59
pompous,59
gooey,59
titillating,59
smoother,59
erect,59
informal,59
buggy,58
flash,58
heady,58
contemptuous,58
potential,58
explicable,58
repeatable,58
chubby,58
co-operative,58
groundless,58
bliss,58
cunning,58
grueling,58
un-american,58
ergonomic,58
settled,58
instinctive,58
alcoholic,58
covert,57
egotistical,57
limber,57
bloated,57
flattered,57
wireless,57
irreversible,57
flammable,57
deterministic,57
ambivalent,57
stinky,57
distinguished,57
exaggerated,57
pricy,57
refined,57
tech-savvy,57
obligated,57
mesmerizing,56
self-aware,56
cyclical,56
suave,56
secondary,56
lousy,56
populous,56
pro-choice,56
amiable,56
left,56
neurotic,56
puffy,56
fruitless,56
open-ended,56
alternative,56
purposeful,56
swell,56
shrewd,56
intoxicating,56
neighborly,56
conceited,55
concentrated,55
hidden,55
virtual,55
doom,55
superfluous,55
inquisitive,55
next,55
broken,55
ceremonial,55
inane,55
atmospheric,55
inconsequential,55
abysmal,55
aloof,55
wretched,55
passable,55
pointy,55
insufferable,55
hereditary,55
excusable,55
deductible,55
clearcut,55
stunned,55
matchy,55
propitious,54
regressive,54
vehement,54
nourishing,54
hard-hitting,54
sketchy,54
archaic,54
entrepreneurial,54
envious,54
alarmist,54
praiseworthy,54
addicted,54
reverent,54
freaky,54
horizontal,54
full-featured,54
kid-friendly,54
routine,54
total,54
grippy,54
frilly,54
gimmicky,54
unimaginable,54
eerie,54
elitist,54
rustic,54
useable,53
restless,53
industrial,53
unqualified,53
like,53
cartoony,53
artsy,53
employable,53
remorseful,53
repressive,53
radiant,53
wealthier,53
conflicted,53
prudish,53
devoted,53
stoic,53
sectarian,53
bossy,53
solicitous,53
overworked,53
laudable,53
infrequent,52
vindictive,52
claustrophobic,52
doubtful,52
bogus,52
indignant,52
familar,52
accomplished,52
humbled,52
sparse,52
ardent,52
magnetic,52
fallacious,52
disturbed,52
softer,52
gigantic,52
steadfast,52
calming,52
garish,52
unhinged,52
scottish,52
autistic,52
deceitful,52
fast-paced,52
cosmopolitan,52
methodical,52
livable,52
unaffected,52
unequivocal,52
wrongheaded,52
skittish,52
ruinous,52
dispiriting,52
wondrous,52
unaffordable,51
unseemly,51
eternal,51
unambiguous,51
dedicated,51
israeli,51
manic,51
bonkers,51
glum,51
voluminous,51
philanthropic,51
anomalous,51
uncool,51
supple,51
vociferous,51
low-cost,51
understated,51
poorer,51
fluid,51
prideful,51
loathsome,51
weirder,51
unconnected,51
deplorable,50
ethereal,50
arab,50
geographic,50
extroverted,50
irregular,50
mischievous,50
intent,50
presentable,50
myopic,50
agonizing,50
untouchable,50
pro-israel,50
customary,50
furry,50
fixable,50
high-tech,50
horrified,50
delectable,49
impotent,49
skin-deep,49
moody,49
pain-free,49
dominating,49
symmetric,49
steamy,49
unconscionable,49
friendlier,49
tremendous,49
flavourful,49
devious,49
groovy,49
narrative,49
incisive,49
tennis,49
coercive,49
techy,49
invaluable,49
bisexual,49
suprising,49
degrading,48
syrupy,48
desolate,48
categorical,48
jubilant,48
forgivable,48
trashy,48
glittery,48
beefy,48
contrasting,48
anti-israel,48
sequential,48
cancerous,48
nonchalant,48
contemptible,48
exorbitant,48
credulous,48
second,48
insular,48
impolite,48
crumbly,48
precocious,48
malty,48
unscientific,48
senseless,48
anachronistic,48
tenacious,48
paradoxical,48
punchy,48
gradual,48
thinkable,48
effectual,48
stern,48
informational,48
alright,47
lurid,47
hungover,47
cutthroat,47
downhearted,47
untoward,47
snarky,47
jazz,47
steampunk,47
underrated,47
dominate,47
homesick,47
ephemeral,47
affected,47
nationwide,47
proportionate,47
rubbish,47
opinionated,47
unwell,47
reverential,47
lifelike,46
imperfect,46
overcome,46
chocolatey,46
emotive,46
finite,46
marked,46
sharper,46
reconcilable,46
omnipotent,46
priced,46
repentant,46
pithy,46
turbulent,46
agressive,46
royal,46
sickening,46
uneven,46
transient,46
cheeky,46
gung-ho,46
canon,46
anti-social,46
ungrateful,45
shrill,45
slutty,45
metallic,45
dexterous,45
complicit,45
icky,45
venomous,45
studious,45
gendered,45
overhead,45
choppy,45
enviable,45
representational,45
industrious,45
inert,45
foundational,45
counterintuitive,45
quotable,45
tentative,45
spoiled,45
custom,45
electrifying,45
snobby,45
fewer,45
torturous,45
impersonal,44
jovial,44
anal,44
sentient,44
profane,44
jam-packed,44
uninformed,44
seaworthy,44
reciprocal,44
immaculate,44
unfunny,44
eye-opening,44
accepting,44
adaptive,44
sleazy,44
punk,44
porn,44
thrifty,44
shimmery,44
shoddy,44
luxury,44
hierarchical,44
unforeseen,44
damaged,44
felicitous,43
own,43
psychic,43
explanatory,43
enigmatic,43
quieter,43
high-minded,43
perpendicular,43
lifeless,43
unsound,43
authoritarian,43
heretical,43
skimpy,43
murderous,43
unfathomable,43
opportunistic,43
placid,43
underwater,43
punishable,43
outdoors,43
ineffectual,43
maternal,42
carbonated,42
unsupported,42
collectible,42
foggy,42
pathological,42
transmissible,42
capricious,42
succesful,42
misogynistic,42
hyper,42
shifty,42
satirical,42
top-notch,42
flagrant,42
favourite,42
rambunctious,42
spirited,42
long-term,42
nearer,42
vexing,42
snazzy,42
immutable,42
arguable,42
sobering,42
serviceable,42
housebroken,42
crazier,42
narrow-minded,42
uneasy,42
unreal,42
viscous,42
unsuitable,42
evangelical,42
clad,42
conversational,42
obliging,41
budget-friendly,41
parochial,41
bitchy,41
silver,41
dainty,41
labor-intensive,41
configurable,41
xenophobic,41
mini,41
hazy,41
jumpy,41
exaggerating,41
midnight,41
medieval,41
cataclysmic,41
mute,41
luminous,41
riskier,41
prickly,41
introverted,41
regal,41
unforgettable,41
everyday,41
robotic,41
self-explanatory,41
forgetful,41
faulty,41
transportable,41
precipitous,41
overblown,41
inimical,41
displeased,41
nocturnal,41
unstoppable,40
politic,40
pejorative,40
snowy,40
deranged,40
right-wing,40
salesy,40
easygoing,40
indistinguishable,40
standout,40
arcane,40
redeemable,40
negligible,40
jazzy,40
outdoorsy,40
subdued,40
egyptian,40
agitated,40
supportable,40
displeasing,40
terminal,40
doughy,40
primal,40
drab,40
busier,40
single-minded,40
cognitive,40
allowable,40
meek,40
amoral,40
nerve-racking,40
earth-shattering,40
nationalistic,40
svelte,40
linguistic,40
injured,40
perishable,40
astronomical,39
cogent,39
structural,39
unselfish,39
exasperating,39
exacting,39
bankable,39
unwanted,39
adroit,39
polarizing,39
compulsive,39
boxy,39
consecutive,39
staggering,39
tumultuous,39
godly,39
mythical,39
nauseating,39
panicked,39
haphazard,39
bushy,39
classifiable,39
psychedelic,39
ineligible,39
acquainted,39
unionized,39
provincial,39
extinguished,39
transferrable,39
scathing,39
homey,39
real-time,39
frisky,39
decipherable,39
platonic,39
anathema,39
quality,39
telling,39
extant,39
recommendable,38
antiquated,38
omniscient,38
intrinsic,38
remunerative,38
driven,38
boastful,38
nerve-wracking,38
immense,38
rectangular,38
old-fashioned,38
niche,38
fictitious,38
spoilery,38
life-changing,38
naturalistic,38
star-studded,38
foreboding,38
frosty,38
populist,38
trusting,38
listenable,38
gentlemanly,38
self-critical,38
deluded,38
brainy,38
feisty,38
hispanic,38
fundamentalist,38
restrained,38
hearted,38
overrated,38
demented,37
zippy,37
speechless,37
irreverent,37
nifty,37
ecological,37
doctrinaire,37
pro-active,37
determinable,37
breakable,37
unpatriotic,37
erudite,37
floppy,37
federal,37
untenable,37
cumulative,37
blasphemous,37
scrumptious,37
figurative,37
theirs,37
hellish,37
limitless,37
uneventful,37
anti-war,37
illusory,37
prosaic,37
facile,37
dovish,37
sedentary,37
jaw-dropping,37
prejudiced,36
farther,36
overgrown,36
irksome,36
patronizing,36
fascist,36
calamitous,36
generational,36
genteel,36
inflationary,36
metaphysical,36
grievous,36
expendable,36
nearby,36
splashy,36
seedy,36
encouraged,36
abused,36
touristic,36
unwatchable,36
missing,36
reductive,36
leveraged,36
hokey,36
bookish,36
wobbly,36
wrenching,36
earthy,36
backward,36
describable,36
loopy,36
bureaucratic,36
anti-democratic,36
springy,36
intrigued,36
apolitical,36
underwhelming,36
toasty,36
glam,36
booming,36
haunting,36
nutritional,36
disjointed,36
dunk,36
evasive,36
morose,36
gothic,35
scratchy,35
self-indulgent,35
bluegrass,35
individualistic,35
malignant,35
unprofitable,35
sordid,35
fresher,35
pro,35
publicized,35
resentful,35
bittersweet,35
antique,35
disorienting,35
inhospitable,35
thematic,35
sassy,35
fizzy,35
unconvincing,35
bipartisan,35
syrian,35
soupy,35
telegenic,35
late-career,35
payable,35
crippling,35
gamey,35
expired,35
leftist,35
unbeatable,35
eminent,35
angsty,35
roman,35
starchy,34
civilised,34
gratified,34
moronic,34
tempted,34
lesser,34
galling,34
touching,34
semantic,34
several,34
quixotic,34
diabolical,34
unfeasible,34
creditable,34
hardworking,34
untouched,34
disillusioned,34
sporting,34
patentable,34
transformational,34
disloyal,34
unsettled,34
idiosyncratic,34
out,34
judicious,34
danceable,34
tastier,34
appealable,34
mine,34
structured,34
pop,34
damn,34
atheist,34
sure-footed,34
frazzled,34
oaky,34
oriented,34
incremental,34
acrobatic,34
tactile,34
grammatical,34
mannered,34
snooty,34
possessive,34
bewildering,34
grisly,34
rad,34
domineering,34
whiny,34
demure,34
generalizable,34
unflattering,33
prime,33
undead,33
stormy,33
impassioned,33
limp,33
giant,33
gleeful,33
arty,33
pastoral,33
peppy,33
spoilt,33
capitalist,33
lunchtime,33
transgender,33
dizzy,33
subliminal,33
unproblematic,33
slimy,33
electable,33
macabre,33
uncritical,33
belligerent,33
trustful,33
primary,33
shut,33
powdery,33
tribal,33
gut-wrenching,33
milky,33
usefull,33
balmy,33
unfavorable,33
dystopian,33
prim,33
faultless,33
latino,33
unpalatable,32
phony,32
staunch,32
jittery,32
obstructive,32
scarier,32
fide,32
combustible,32
diagnostic,32
repairable,32
sly,32
impoverished,32
integrated,32
sizable,32
worrying,32
entrenched,32
vitriolic,32
governmental,32
lesbian,32
buff,32
viral,32
pagan,32
schizophrenic,32
unmanageable,32
nihilistic,32
busty,32
wonky,32
threatened,32
streamlined,32
pigeon-holed,31
uncontroversial,31
demographic,31
paternalistic,31
noxious,31
predatory,31
vapid,31
upstanding,31
proven,31
unsatisfactory,31
amateurish,31
exploitable,31
frothy,31
lonesome,31
extensible,31
prouder,31
polish,31
ironclad,31
unlikable,31
watchful,31
agnostic,31
stationary,31
dimorphic,31
unworkable,31
east,31
oversold,31
football,31
sexualized,31
facetious,31
palestinian,31
hyped,31
wooden,31
folk,31
worst,31
indefensible,31
unorthodox,31
administrative,31
imprudent,31
supreme,31
sumptuous,31
taxable,31
astringent,31
irritable,31
self-destructive,31
interoperable,31
dumber,31
toothless,31
tractable,30
deleterious,30
translucent,30
lumpy,30
techie,30
royalty,30
fuckin,30
subordinate,30
fiscal,30
despairing,30
crusty,30
dispositive,30
disorganized,30
maudlin,30
empirical,30
unfashionable,30
hairless,30
unruly,30
wimpy,30
soulful,30
caustic,30
vacuous,30
mortifying,30
controlled,30
revered,30
modular,30
hip-hop,30
occasional,30
uneducated,30
poppy,30
bioavailable,30
profligate,30
unnerved,30
long-winded,30
self-contained,30
3d,30
minty,30
offline,30
polemical,30
dutch,30
tan,30
goodbye,30
awed,30
fungible,30
unafraid,30
zany,30
admired,30
exposed,30
prodigious,30
argumentative,30
captive,30
irredeemable,29
ongoing,29
regimented,29
virgin,29
adrift,29
downtrodden,29
intractable,29
anti-religious,29
indecent,29
top-down,29
demonic,29
insipid,29
high-profile,29
unconcerned,29
lewd,29
sanctimonious,29
detail-oriented,29
front,29
oppressed,29
physiological,29
consonant,29
procedural,29
ill-advised,29
salutary,29
resolvable,29
luckier,29
moralistic,29
patronising,29
meritorious,29
systemic,29
warlike,29
perfunctory,29
replete,29
onscreen,29
boyish,29
transgressive,29
simpatico,29
bluster,29
carcinogenic,29
unfaithful,29
illicit,29
gluten-free,29
luscious,29
shit,29
exclusionary,28
ghoulish,28
solar,28
uphill,28
mercenary,28
low-key,28
weekly,28
deserved,28
litigious,28
apposite,28
befitting,28
navigable,28
indie,28
antisemitic,28
unachievable,28
fine-tuned,28
alkaline,28
swanky,28
inconsiderate,28
feral,28
thoughtless,28
matter,28
up-to-date,28
unanticipated,28
traumatizing,28
dodgy,28
savoury,28
moribund,28
communicable,28
laudatory,28
commanding,28
neglectful,28
aquatic,28
offbeat,28
self-righteous,28
star-struck,28
sorrowful,28
clean-cut,28
anti-muslim,28
reviewable,28
hapless,28
moot,28
overdrawn,27
puritanical,27
chronic,27
dorky,27
canonical,27
specialized,27
pro-american,27
perceivable,27
previous,27
antsy,27
overconfident,27
breathless,27
anemic,27
brazilian,27
kitschy,27
reclusive,27
flustered,27
impaired,27
medicinal,27
socialized,27
anti-government,27
twee,27
known,27
editable,27
homemade,27
spurious,27
awestruck,27
humorless,27
first-rate,27
fatalistic,27
sacrilegious,27
coincident,27
penal,27
fairer,27
blurred,27
onstage,27
woody,27
salubrious,27
crooked,27
kooky,27
inedible,27
sellable,27
christ-like,27
unhygienic,27
anti-abortion,27
gutsy,27
counter-intuitive,27
restorative,27
totalitarian,26
earthshaking,26
targeted,26
unimpressed,26
adventuresome,26
permeable,26
smokey,26
unbecoming,26
immodest,26
merciless,26
inseparable,26
impermeable,26
idiomatic,26
survivable,26
loony,26
downcast,26
assured,26
forlorn,26
elemental,26
turkish,26
dishonorable,26
embarassing,26
patriarchal,26
void,26
foul,26
delinquent,26
action-packed,26
regretful,26
spare,26
sunshine,26
dehumanizing,26
antisocial,26
venal,26
uncharacteristic,26
tradable,26
detestable,26
overwrought,26
accomodating,26
neon,26
full-time,26
defunct,26
fab,26
superhuman,26
pliant,26
fatuous,26
unbreakable,26
shareable,26
lackluster,26
tuneful,26
demoralising,26
stodgy,26
unalike,26
recreational,26
acrimonious,26
passe,26
swiss,26
guiltless,26
sexier,26
bellicose,26
loquacious,26
bucolic,26
trainable,26
tantamount,26
orwellian,26
valiant,26
mindblowing,26
uninhabited,26
heated,26
noir,26
existential,26
anti-gay,26
amateur,26
asinine,26
lethargic,26
exalted,26
militaristic,26
grass,26
starstruck,26
licit,26
handmade,25
covered,25
avid,25
cost-free,25
impregnable,25
verbatim,25
extremist,25
gauche,25
redemptive,25
nightmarish,25
immobile,25
consistant,25
mystifying,25
latin,25
stylistic,25
melodious,25
